TRT,REP,WMGT,SMPL,NRTE,HILL,HGHT,NTIL,NTShB,TIL1,SHB1,GL1,DL1,SLA1,SLB1,SLC1,SLD1,SLE1,SLF1,TIL2,SHB2,GL2,DL2,SLA2,SLB2,SLC2,SLD2,SLE2,SLF2,TIL3,SHB3,GL3,DL3,SLA3,SLB3,SLC3,SLD3,SLE3,SLF3,TIL4,SHB4,GL4,DL4,SLA4,SLB4,SLC4,SLD4,SLE4,SLF4
T1,1,PDL,B,N0,5,35,19,2,1,1,4,0,,,,,,,2,,5,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,1,PDL,B,N0,6,40.5,21,6,1,,4,0,,,,,,,2,,5,0,,,,,,,3,,4,0,,,,,,,4,,5,0,,,,,2,
T1,1,PDL,B,N0,7,34.3,19,3,1,2,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,1,PDL,B,N0,8,43.5,18,0,1,,3,0,,,,,,,2,,5,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,1,PDL,B,N0,9,44,23,2,1,1,4,0,,,,,,,2,,5,0,,,,,,,3,,4,0,,,,,,,4,,3,1,,,,,,
T1,2,PDL,A,N0,1,40.5,28,0,1,,4,0,,,,,,,2,,3,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,2,PDL,A,N0,2,43.6,26,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,2,PDL,A,N0,3,43.2,27,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,2,PDL,A,N0,4,43.4,23,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,2,PDL,A,N0,5,41.3,22,2,1,,3,0,,,3,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,2,PDL,A,N0,6,45.6,24,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,2,PDL,A,N0,7,40.5,16,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,2,PDL,A,N0,8,48.5,28,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,2,PDL,A,N0,9,47,28,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,2,PDL,B,N0,1,40,19,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,5,0,,,,,,
T1,2,PDL,B,N0,2,42.5,16,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,2,PDL,B,N0,3,46,12,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,2,PDL,B,N0,4,54.1,14,1,1,,4,0,,,,,,,2,,4,0,,,,1,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,2,PDL,B,N0,5,43.3,23,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,2,PDL,B,N0,6,49.5,16,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,2,PDL,B,N0,7,40,12,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,2,PDL,B,N0,8,46.1,20,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,5,0,,,,,,
T1,2,PDL,B,N0,9,44.4,22,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,5,0,,,,,,,4,,4,0,,,,,,
T1,3,PDL,A,N0,1,36.5,18,1,1,1,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,3,PDL,A,N0,2,40,15,1,1,1,3,0,,,,,,,2,,3,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,3,PDL,A,N0,3,37.4,20,0,1,,4,0,,,,,,,2,,3,0,,,,,,,3,,3,0,,,,,,,4,,4,0,,,,,,
T1,3,PDL,A,N0,4,32.8,14,0,1,,3,0,,,,,,,2,,3,0,,,,,,,3,,3,0,,,,,,,4,,3,0,,,,,,
T1,3,PDL,A,N0,5,40.8,18,0,1,,4,0,,,,,,,2,,3,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,3,PDL,A,N0,6,41.5,30,2,1,3,3,0,,,,,,,2,,4,0,,,,1,,,3,,4,0,,,,,,,4,,3,0,,,,,,
T1,3,PDL,A,N0,7,39.3,26,1,1,,5,1,,,,,3,,2,,4,0,,,,,,,3,,3,0,,,,,,,4,,4,0,,,,,,
T1,3,PDL,A,N0,8,39,18,0,1,,4,0,,,,,,,2,,3,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,3,PDL,A,N0,9,49,24,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,3,PDL,B,N0,1,41,20,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,3,0,,,,,,,4,,4,0,,,,,,
T1,3,PDL,B,N0,2,49.6,27,0,1,,3,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,3,PDL,B,N0,3,48.5,15,0,1,,3,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,3,PDL,B,N0,4,43,25,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,3,PDL,B,N0,5,39,24,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,3,0,,,,,,
T1,3,PDL,B,N0,6,40.5,27,0,1,,3,0,,,,,,,2,,4,0,,,,,,,3,,5,0,,,,,,,4,,4,0,,,,,,
T1,3,PDL,B,N0,7,49,21,0,1,,5,0,,,,,,,2,,5,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,3,PDL,B,N0,8,38.7,17,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,3,0,,,,,,,4,,4,0,,,,,,
T1,3,PDL,B,N0,9,45,18,0,1,,4,0,,,,,,,2,,3,0,,,,,,,3,,3,0,,,,,,,4,,3,0,,,,,,
T1,4,PDL,A,N0,1,44,23,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,4,PDL,A,N0,2,52.3,25,2,1,1,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,4,PDL,A,N0,3,42.2,17,0,1,,4,0,,,,,,,2,,3,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,4,PDL,A,N0,4,45.5,23,4,1,2,4,0,,,,,,,2,1,4,0,,,,,,,3,,3,0,,,,,,,4,,4,0,,,,,,
T1,4,PDL,A,N0,5,45,15,1,1,1,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,3,0,,,,,,
T1,4,PDL,A,N0,6,47.2,26,2,1,1,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,4,PDL,A,N0,7,45.1,22,1,1,1,4,0,,,,,,,2,,3,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,4,PDL,A,N0,8,43.5,20,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,4,PDL,A,N0,9,49,31,2,1,1,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,4,PDL,B,N0,1,53.2,25,0,1,,4,0,,,,,,,2,,3,0,,,,,,,3,,5,0,,,,,,,4,,4,0,,,,,,
T1,4,PDL,B,N0,2,49.3,8,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,4,PDL,B,N0,3,56.7,36,3,1,1,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,4,PDL,B,N0,4,62.5,33,0,1,,5,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,4,PDL,B,N0,5,50,28,0,1,,3,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,4,PDL,B,N0,6,50.5,35,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,4,PDL,B,N0,7,57.4,22,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T1,4,PDL,B,N0,8,55.2,26,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,3,0,,,,,,
T1,4,PDL,B,N0,9,48,16,0,1,,4,0,,,,,,,2,,3,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,1,PDL,A,N1,1,48.5,23,5,1,1,4,0,,,1,,,,2,,5,0,,,,,,,3,1,5,0,,,,,,,4,1,4,0,,,,,,
T2,1,PDL,A,N1,2,54.2,46,8,1,,5,0,,,,,,,2,,4,0,,,,,,,3,1,4,0,,,2,,,,4,,5,0,,,,,,
T2,1,PDL,A,N1,3,52.8,29,4,1,,4,0,,,,,,,2,,5,0,,,,,,,3,2,5,0,,,,,,,4,1,5,0,,,,,,
T2,1,PDL,A,N1,4,55,26,8,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,5,0,,,,,2,,4,,4,0,,,,3,,
T2,1,PDL,A,N1,5,56.2,24,3,1,,5,0,,,,,,,2,,5,0,,,,,2,,3,,4,0,,,,,,,4,,5,0,,,,,,
T2,1,PDL,A,N1,6,54,30,0,1,,4,0,,,,,,,2,,5,0,,,,,,,3,,5,0,,,,,,,4,,5,0,,,,,,
T2,1,PDL,A,N1,7,49,30,8,1,,5,0,,,,,,,2,,4,0,,,,,2,,3,,4,0,,,,1,,,4,,4,0,,,,,,
T2,1,PDL,A,N1,8,54.3,33,5,1,,4,0,,,,,,,2,,4,0,,,,,,,3,3,4,0,,,,,,,4,1,5,0,,,,1,1,
T2,1,PDL,A,N1,9,57.8,48,9,1,,5,0,,,,,,,2,,5,0,,,,,,,3,2,5,0,,,,,,,4,,5,0,,,,,,
T2,1,PDL,B,N1,1,51,20,8,1,,6,0,,,,,,,2,1,5,0,,,,1,,,3,,6,0,,,,1,,,4,,4,0,,,,2,3,
T2,1,PDL,B,N1,2,51.8,18,1,1,,5,0,,,,,,,2,1,5,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,1,PDL,B,N1,3,55,39,8,1,,5,0,,,,,,,2,1,5,0,1,,,,,,3,2,6,0,,,,,,,4,,5,0,,,,,,
T2,1,PDL,B,N1,4,61,25,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,1,PDL,B,N1,5,47,31,2,1,1,5,0,,,,,,,2,,5,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,1,PDL,B,N1,6,47.5,16,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,1,PDL,B,N1,7,42.3,16,2,1,1,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,1,PDL,B,N1,8,46,23,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,1,PDL,B,N1,9,52.2,28,1,1,1,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,2,PDL,A,N1,1,48.5,27,4,1,1,4,0,,,,1,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,2,PDL,A,N1,2,51.3,33,3,1,1,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,2,PDL,A,N1,3,58.5,32,2,1,1,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,2,PDL,A,N1,4,47.6,18,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,2,PDL,A,N1,5,50,34,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,2,PDL,A,N1,6,53.1,22,2,1,1,5,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,2,PDL,A,N1,7,45,25,1,1,1,3,0,,,3,,,,2,,5,0,,,,,,,3,,4,0,,,,,,,4,,3,0,,,,,,
T2,2,PDL,A,N1,8,65.1,32,4,1,1,5,0,,,,,,,2,1,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,2,PDL,A,N1,9,55.7,33,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,2,PDL,B,N1,1,45.6,16,2,1,1,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,2,PDL,B,N1,2,56,26,3,1,1,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,2,PDL,B,N1,3,51.2,33,3,1,1,5,0,,,,,3,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,1,,,,,,
T2,2,PDL,B,N1,4,53,19,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,2,PDL,B,N1,5,60,35,3,1,1,3,0,,,,,,,2,,4,0,,,,,,,3,,5,0,,,,,,,4,,5,0,,,,,,
T2,2,PDL,B,N1,6,51.3,20,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,2,PDL,B,N1,7,56.5,32,4,1,1,5,0,,,,,,,2,,5,1,,,,,3,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,2,PDL,B,N1,8,55,31,1,1,1,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,2,PDL,B,N1,9,54.5,31,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,5,0,,,,,,,4,,4,0,,,,,,
T2,3,PDL,A,N1,1,55,21,0,1,,4,0,,,,,,,2,,5,0,,,,,,,3,,5,0,,,,,,,4,,5,0,,,,,,
T2,3,PDL,A,N1,2,49.4,35,0,1,,3,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,3,PDL,A,N1,3,51.7,24,0,1,,5,0,,,,,,,2,,5,0,,,,,,,3,,5,0,,,,,,,4,,5,0,,,,,,
T2,3,PDL,A,N1,4,46,22,0,1,,4,0,,,,,,,2,,5,0,,,,,,,3,,5,0,,,,,,,4,,5,0,,,,,,
T2,3,PDL,A,N1,5,49.5,33,0,1,,5,0,,,,,,,2,,5,0,,,,,,,3,,5,0,,,,,,,4,,5,0,,,,,,
T2,3,PDL,A,N1,6,48,27,0,1,,4,0,,,,,,,2,,3,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,3,PDL,A,N1,7,53,25,0,1,,4,0,,,,,,,2,,5,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,3,PDL,A,N1,8,58.6,40,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,3,PDL,A,N1,9,51.7,28,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,3,PDL,B,N1,1,43.5,20,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,5,0,,,,,,,4,,4,0,,,,,,
T2,3,PDL,B,N1,2,49.3,34,0,1,,5,0,,,,,,,2,,5,0,,,,,,,3,,5,0,,,,,,,4,,5,0,,,,,,
T2,3,PDL,B,N1,3,48,20,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,3,PDL,B,N1,4,36.5,17,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,3,PDL,B,N1,5,41.4,13,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,3,PDL,B,N1,6,46.2,32,0,1,,5,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,3,PDL,B,N1,7,44,19,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,3,PDL,B,N1,8,45.5,32,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,3,PDL,B,N1,9,45.5,20,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,4,PDL,A,N1,1,44,22,0,1,,3,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,4,PDL,A,N1,2,43.8,22,0,1,,3,0,,,,,,,2,,3,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,4,PDL,A,N1,3,53.3,33,0,1,,4,0,,,,,,,2,,5,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,4,PDL,A,N1,4,45,25,0,1,,4,0,,,,,,,2,,3,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,4,PDL,A,N1,5,46.1,23,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,3,0,,,,,,
T2,4,PDL,A,N1,6,48.2,10,0,1,,3,0,,,,,,,2,,4,0,,,,,,,3,,3,0,,,,,,,4,,4,0,,,,,,
T2,4,PDL,A,N1,7,48.5,19,0,1,,3,0,,,,,,,2,,3,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,4,PDL,A,N1,8,45,13,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,3,0,,,,,,,4,,3,0,,,,,,
T2,4,PDL,A,N1,9,51,29,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,4,PDL,B,N1,1,54.5,22,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,4,PDL,B,N1,2,61,26,0,1,,3,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,4,PDL,B,N1,3,56,25,0,1,,5,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,5,0,,,,,,
T2,4,PDL,B,N1,4,49,18,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,5,0,,,,,,,4,,4,0,,,,,,
T2,4,PDL,B,N1,5,64.5,31,0,1,,4,0,,,,,,,2,,5,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,4,PDL,B,N1,6,53.8,28,0,1,,3,0,,,,,,,2,,5,0,,,,,,,3,,3,0,,,,,,,4,,4,0,,,,,,
T2,4,PDL,B,N1,7,54,23,0,1,,3,0,,,,,,,2,,4,0,,,,,,,3,,3,0,,,,,,,4,,4,0,,,,,,
T2,4,PDL,B,N1,8,55.3,28,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T2,4,PDL,B,N1,9,47,26,0,1,,4,0,,,,,,,2,,3,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T3,1,PDL,A,N2,1,55.5,19,2,1,1,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T3,1,PDL,A,N2,2,52.5,22,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T3,1,PDL,A,N2,3,55.5,27,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T3,1,PDL,A,N2,4,53,19,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T3,1,PDL,A,N2,5,59,29,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T3,1,PDL,A,N2,6,52.5,17,2,1,1,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T3,1,PDL,A,N2,7,66.7,25,3,1,1,4,0,,,,,,,2,,4,0,,,,,,,3,1,4,0,,,,1,,,4,,4,0,,,,,,
T3,1,PDL,A,N2,8,56.5,21,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T3,1,PDL,A,N2,9,56.5,32,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T3,1,PDL,B,N2,1,51,33,0,1,,3,0,,,,,,,2,,3,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T3,1,PDL,B,N2,2,46.2,21,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T3,1,PDL,B,N2,3,51.4,25,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T3,1,PDL,B,N2,4,53.3,20,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T3,1,PDL,B,N2,5,52.7,27,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T3,1,PDL,B,N2,6,44.5,27,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T3,1,PDL,B,N2,7,51.3,32,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T3,1,PDL,B,N2,8,50.3,24,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T3,1,PDL,B,N2,9,59,28,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T3,2,PDL,A,N2,1,49,20,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T3,2,PDL,A,N2,2,54.1,34,3,1,1,4,0,,,,,,,2,,4,0,,,,,,,3,,3,0,,,3,,,,4,,4,0,,,,,,
T3,2,PDL,A,N2,3,50,31,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T3,2,PDL,A,N2,4,48,31,4,1,1,4,0,,,,,,,2,,4,0,,,,,,,3,1,4,0,,,,,,,4,,4,0,,,,,,
T3,2,PDL,A,N2,5,56.1,28,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T3,2,PDL,A,N2,6,48.1,19,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T3,2,PDL,A,N2,7,47.1,32,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T3,2,PDL,A,N2,8,46.5,29,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T3,2,PDL,A,N2,9,46,21,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T3,2,PDL,B,N2,1,49.5,31,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T3,2,PDL,B,N2,2,48.6,28,0,1,,4,0,,,,,,,2,,5,0,,,,,,,3,,5,0,,,,,,,4,,5,0,,,,,,
T3,2,PDL,B,N2,3,44.3,14,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T3,2,PDL,B,N2,4,48.4,26,0,1,,4,0,,,,,,,2,,5,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T3,2,PDL,B,N2,5,44.5,24,0,1,,5,0,,,,,,,2,,4,0,,,,,,,3,,4,0,,,,,,,4,,4,0,,,,,,
T3,2,PDL,B,N2,6,39,16,0,1,,4,0,,,,,,,2,,4,0,,,,,,,3,,3,0,,,,,,,4,,4,0,,,,,,
T3,2,PDL,B,N2,7,52.7,26,0,1,,5,0,,,,,,,2,,4,0,,,,,,,3,,5,0,,,,,,,4,,4,0,,,,,,
