TRT,REP,WMGT,SMPL,NRTE,HILL,HGHT,NTIL,NTShB,TIL1,SHB1,GL1,DL1,SLA1,SLB1,SLC1,SLD1,SLE1,SLF1,TIL2,SHB2,GL2,DL2,SLA2,SLB2,SLC2,SLD2,SLE2,SLF2,TIL3,SHB3,GL3,DL3,SLA3,SLB3,SLC3,SLD3,SLE3,SLF3,TIL4,SHB4,GL4,DL4,SLA4,SLB4,SLC4,SLD4,SLE4,SLF4
T6,2,AWD,A,N2,8,98.5,15,0,1,,3,2,,,,,,,2,,3,2,,,,,,,3,,2,3,,,,,,,4,,2,3,,,,,,
T6,2,AWD,A,N2,9,100.5,28,9,1,3,2,3,,3,3,3,3,,2,3,2,3,,3,3,3,3,,3,,2,3,,,,,,,4,,2,3,,,,,,
T6,2,AWD,B,N2,1,95.3,17,2,1,3,3,2,,,3,3,3,,2,,3,2,,,,,,,3,,2,3,,,,,,,4,,2,3,,,,,,
T6,2,AWD,B,N2,2,95.5,22,5,1,3,2,3,,,3,3,3,,2,3,2,3,,,3,3,3,,3,,2,3,,,,,,,4,,3,2,,,,,,
T6,2,AWD,B,N2,3,107.6,11,0,1,,3,2,,,,,,,2,,3,2,,,,,,,3,,2,3,,,,,,,4,,2,3,,,,,,
T6,2,AWD,B,N2,4,91.5,9,0,1,,3,2,,,,,,,2,,3,2,,,,,,,3,,3,2,,,,,,,4,,3,2,,,,,,
T6,2,AWD,B,N2,5,90.2,10,0,1,,2,3,,,,,,,2,,2,3,,,,,,,3,,3,2,,,,,,,4,,2,3,,,,,,
T6,2,AWD,B,N2,6,99.5,22,0,1,,2,3,,,,,,,2,,2,3,,,,,,,3,,2,3,,,,,,,4,,2,3,,,,,,
T6,2,AWD,B,N2,7,93,21,0,1,,3,2,,,,,,,2,,3,2,,,,,,,3,,2,3,,,,,,,4,,2,3,,,,,,
T6,2,AWD,B,N2,8,102.5,29,3,1,3,1,4,,,3,3,3,,2,,2,3,,,,,,,3,,2,3,,,,,,,4,,2,3,,,,,,
T6,2,AWD,B,N2,9,98.5,21,0,1,,3,2,,,,,,,2,,3,2,,,,,,,3,,2,3,,,,,,,4,,2,3,,,,,,
T6,3,AWD,A,N2,1,91,17,4,1,1,1,4,,,,,,,2,3,0,4,,,,,,,3,1,2,2,,,,,,,4,1,1,3,,,,,,
T6,3,AWD,A,N2,2,84.4,16,1,1,1,2,3,,,,,,,2,,2,3,,,,,,,3,,1,2,,,,,,,4,,2,2,,,,,,
T6,3,AWD,A,N2,3,91.6,15,0,1,,1,4,,,,,,,2,,2,2,,,,,,,3,,1,3,,,,,,,4,,1,3,,,,,,
T6,3,AWD,A,N2,4,95.5,16,7,1,3,0,4,,,,,,,2,2,1,3,,,,,,,3,3,0,5,,,,,,,4,3,0,4,,,,,,
T6,3,AWD,A,N2,5,103,26,0,1,,1,4,,,,,,,2,,2,2,,,,,,,3,,1,3,,,,,,,4,,2,1,,,,,,
T6,3,AWD,A,N2,6,94.6,12,0,1,,2,2,,,,,,,2,,1,3,,,,,,,3,,1,2,,,,,,,4,,3,2,,,,,,
T6,3,AWD,A,N2,7,92.5,18,10,1,,2,2,,2,,,,,2,3,1,3,,,,,,,3,3,1,3,,,,,,,4,3,1,4,,,,,,
T6,3,AWD,A,N2,8,93.7,9,0,1,,2,2,,,,,,,2,,2,2,,,,,,,3,,0,5,,,,,,,4,,2,2,,,,,,
T6,3,AWD,A,N2,9,87,9,0,1,,1,3,,,,,,,2,,1,3,,,,,,,3,,2,2,,,,,,,4,,1,2,,,,,,
T6,3,AWD,B,N2,1,91,21,0,1,,2,3,,,,,,,2,,2,3,,,,,,,3,,2,2,,,,,,,4,,2,3,,,,,,
T6,3,AWD,B,N2,2,90,21,0,1,,3,2,,,,,,,2,,2,2,,,,,,,3,,2,1,,,,,,,4,,3,1,,,,,,
T6,3,AWD,B,N2,3,88.7,23,0,1,,2,3,,,,,,,2,,2,1,,,,,,,3,,2,2,,,,,,,4,,1,3,,,,,,
T6,3,AWD,B,N2,4,92,19,0,1,,2,2,,,,,,,2,,2,3,,,,,,,3,,2,1,,,,,,,4,,2,1,,,,,,
T6,3,AWD,B,N2,5,101,26,0,1,,2,2,,,,,,,2,,2,3,,,,,,,3,,1,4,,,,,,,4,,1,2,,,,,,
T6,3,AWD,B,N2,6,102,13,0,1,,2,3,,,,,,,2,,2,3,,,,,,,3,,3,2,,,,,,,4,,2,4,,,,,,
T6,3,AWD,B,N2,7,96.7,9,0,1,,3,2,,,,,,,2,,2,2,,,,,,,3,,2,2,,,,,,,4,,3,1,,,,,,
T6,3,AWD,B,N2,8,100,20,0,1,,3,1,,,,,,,2,,2,2,,,,,,,3,,2,3,,,,,,,4,,2,2,,,,,,
T6,3,AWD,B,N2,9,99.2,17,0,1,,2,2,,,,,,,2,,2,3,,,,,,,3,,3,1,,,,,,,4,,3,2,,,,,,
T6,4,AWD,A,N2,1,96,13,1,1,,2,3,,,,,,,2,,2,3,,,,,,,3,1,2,3,,,,,,,4,,2,3,,,,,,
T6,4,AWD,A,N2,2,99.5,18,1,1,,2,3,,,,,,,2,,2,3,,,,,,,3,2,2,3,,,,,,,4,,2,3,,,,,,
T6,4,AWD,A,N2,3,95.5,15,0,1,,2,3,,,,,,,2,,2,3,,,,,,,3,,2,3,,,,,,,4,,2,3,,,,,,
T6,4,AWD,A,N2,4,98.5,17,2,1,,1,4,,,,,,,2,,2,3,,,,,,,3,2,2,3,,,,,,,4,,1,4,,,,,,
T6,4,AWD,A,N2,5,97,18,1,1,,2,3,,,,,,,2,,2,3,,,,,,,3,,2,3,,,,,,,4,2,2,3,,,,,,
T6,4,AWD,A,N2,6,95.5,22,1,1,,2,3,,,,,,,2,,2,3,,,,,,,3,1,2,3,,,,,,,4,,2,3,,,,,,
T6,4,AWD,A,N2,7,97.5,19,0,1,,1,4,,,,,,,2,,1,4,,,,,,,3,,2,3,,,,,,,4,,2,3,,,,,,
T6,4,AWD,A,N2,8,96.5,17,1,1,,2,3,,,,,,,2,,2,3,,,,,,,3,,2,3,,,,,,,4,1,2,3,,,,,,
T6,4,AWD,A,N2,9,93.5,15,0,1,,2,3,,,,,,,2,,2,3,,,,,,,3,,2,3,,,,,,,4,,2,3,,,,,,
T6,4,AWD,B,N2,1,94.5,12,0,1,,3,2,,,,,,,2,,2,3,,,,,,,3,,1,4,,,,,,,4,,2,3,,,,,,
T6,4,AWD,B,N2,2,93,18,0,1,,1,4,,,,,,,2,,2,3,,,,,,,3,,2,3,,,,,,,4,,2,3,,,,,,
T6,4,AWD,B,N2,3,95,18,0,1,,2,3,,,,,,,2,,3,2,,,,,,,3,,2,3,,,,,,,4,,2,3,,,,,,
T6,4,AWD,B,N2,4,91,7,0,1,,3,2,,,,,,,2,,2,3,,,,,,,3,,2,3,,,,,,,4,,2,3,,,,,,
T6,4,AWD,B,N2,5,95.5,18,1,1,,2,3,,,,,,,2,,2,3,,,,,,,3,1,2,3,,,,,,,4,,2,3,,,,,,
T6,4,AWD,B,N2,6,100,30,2,1,,2,3,,,,,,,2,,2,3,,,,,,,3,2,2,3,,,,,,,4,,2,3,,,,,,
T6,4,AWD,B,N2,7,98,25,0,1,,4,1,,,,,,,2,,3,2,,,,,,,3,,3,2,,,,,,,4,,3,2,,,,,,
T6,4,AWD,B,N2,8,100,14,0,1,,2,3,,,,,,,2,,3,2,,,,,,,3,,3,2,,,,,,,4,,3,2,,,,,,
T6,4,AWD,B,N2,9,98.5,18,0,1,,2,3,,,,,,,2,,3,2,,,,,,,3,,2,3,,,,,,,4,,2,3,,,,,,
